from,to,car,incoming_time,boarding_time,attended_time,dist_d,n_call,n_floor,car_position_call,car_direction_call,car_queue_buttons,car_queue_floor,dist_d_deny1,n_call_deny1,n_floor_deny1,car_position_deny1,car_direction_deny1,car_queue_buttons_deny1,car_queue_floor_deny1,dist_d_deny2,n_call_deny2,n_floor_deny2,car_position_deny2,car_direction_deny2,car_queue_buttons_deny2,car_queue_floor_deny2,dist_d_deny3,n_call_deny3,n_floor_deny3,car_position_deny3,car_direction_deny3,car_queue_buttons_deny3,car_queue_floor_deny3,waiting_time,journey_time,total_time
10,0,e_1,494,524,600,27,3,3,1,5,0,4,27,3,3,7,1,1,2,19,3,2,1,5,0,3,23,3,3,3,4,1,2,30,76,106
10,0,e_1,494,524,600,27,3,3,1,5,0,4,27,3,3,7,1,1,2,23,3,3,3,4,1,2,19,3,2,1,5,0,3,30,76,106
10,0,e_1,522,524,600,20,5,5,10,5,1,5,10,6,2,10,5,1,5,20,5,5,0,4,1,4,14,5,2,4,5,1,4,2,76,78
10,0,e_1,522,524,600,20,5,5,10,5,1,5,14,5,2,4,5,1,4,10,6,2,10,5,1,5,20,5,5,0,4,1,4,2,76,78
10,0,e_1,522,524,600,20,5,5,10,5,1,5,14,5,2,4,5,1,4,20,5,5,0,4,1,4,10,6,2,10,5,1,5,2,76,78
10,0,e_1,522,524,600,20,5,5,10,5,1,5,20,5,5,0,4,1,4,10,6,2,10,5,1,5,14,5,2,4,5,1,4,2,76,78
10,0,e_1,522,524,600,20,5,5,10,5,1,5,20,5,5,0,4,1,4,14,5,2,4,5,1,4,10,6,2,10,5,1,5,2,76,78
11,0,e_1,496,529,600,26,3,3,2,5,0,4,17,3,2,2,5,0,3,26,3,3,7,4,1,2,21,3,3,2,4,1,2,33,71,104
11,0,e_1,496,529,600,26,3,3,2,5,0,4,21,3,3,2,4,1,2,17,3,2,2,5,0,3,26,3,3,7,4,1,2,33,71,104
11,0,e_1,496,529,600,26,3,3,2,5,0,4,21,3,3,2,4,1,2,26,3,3,7,4,1,2,17,3,2,2,5,0,3,33,71,104
11,0,e_1,496,529,600,26,3,3,2,5,0,4,26,3,3,7,4,1,2,17,3,2,2,5,0,3,21,3,3,2,4,1,2,33,71,104
11,0,e_1,496,529,600,26,3,3,2,5,0,4,26,3,3,7,4,1,2,21,3,3,2,4,1,2,17,3,2,2,5,0,3,33,71,104
12,0,e_1,490,534,600,26,4,4,0,5,0,2,18,3,1,0,5,0,3,26,4,4,8,4,1,3,22,2,2,4,4,1,1,44,66,110
12,0,e_1,490,534,600,26,4,4,0,5,0,2,22,2,2,4,4,1,1,18,3,1,0,5,0,3,26,4,4,8,4,1,3,44,66,110
12,0,e_1,490,534,600,26,4,4,0,5,0,2,22,2,2,4,4,1,1,26,4,4,8,4,1,3,18,3,1,0,5,0,3,44,66,110
12,0,e_1,490,534,600,26,4,4,0,5,0,2,26,4,4,8,4,1,3,18,3,1,0,5,0,3,22,2,2,4,4,1,1,44,66,110
12,0,e_1,490,534,600,26,4,4,0,5,0,2,26,4,4,8,4,1,3,22,2,2,4,4,1,1,18,3,1,0,5,0,3,44,66,110
13,0,e_1,517,539,600,18,5,5,9,5,0,5,9,5,1,8,5,1,4,18,5,5,1,4,1,4,12,4,1,3,5,1,3,22,61,83
13,0,e_1,517,539,600,18,5,5,9,5,0,5,12,4,1,3,5,1,3,9,5,1,8,5,1,4,18,5,5,1,4,1,4,22,61,83
13,0,e_1,517,539,600,18,5,5,9,5,0,5,12,4,1,3,5,1,3,18,5,5,1,4,1,4,9,5,1,8,5,1,4,22,61,83
